valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,prix_m2,jour,mois,annee,arrondissement
300000.0,45.0,2.0,2.347498,48.875419,6666.666666666667,10,4,2024,9
792750.0,75.0,4.0,2.311806,48.886527,10570.0,19,4,2024,17
325000.0,31.0,2.0,2.340853,48.884565,10483.870967741936,10,4,2024,18
165000.0,15.0,1.0,2.337024,48.885871,11000.0,2,4,2024,18
255000.0,23.0,1.0,2.355482,48.858219,11086.95652173913,3,4,2024,4
535245.0,50.0,3.0,2.388939,48.887366,10704.9,22,4,2024,19
272000.0,36.0,2.0,2.351954,48.888023,7555.555555555556,29,3,2024,18
700000.0,65.0,2.0,2.34942,48.861535,10769.23076923077,2,4,2024,1
185000.0,24.0,2.0,2.359732,48.874867,7708.333333333333,4,4,2024,10
212000.0,40.0,2.0,2.359923,48.894087,5300.0,9,4,2024,18
280000.0,25.0,2.0,2.310121,48.887394,11200.0,16,4,2024,17
311000.0,42.0,3.0,2.372543,48.894109,7404.761904761905,27,3,2024,19
152000.0,16.0,1.0,2.289129,48.879355,9500.0,22,4,2024,17
182500.0,29.0,1.0,2.403561,48.877884,6293.103448275862,17,4,2024,19
841701.0,53.0,2.0,2.330067,48.86532,15881.150943396226,22,4,2024,1
264000.0,35.0,2.0,2.28961,48.880111,7542.857142857143,18,4,2024,17
1090000.0,98.0,4.0,2.331103,48.8813,11122.448979591836,26,3,2024,9
206000.0,28.0,2.0,2.334303,48.88726,7357.142857142857,25,3,2024,18
120000.0,16.0,1.0,2.327208,48.890973,7500.0,18,4,2024,18
1080000.0,118.0,4.0,2.408078,48.84847,9152.542372881357,16,4,2024,20
272000.0,25.0,2.0,2.322847,48.890971,10880.0,17,4,2024,17
426445.0,55.0,2.0,2.402336,48.877242,7753.545454545455,16,4,2024,19
596140.0,49.0,3.0,2.321259,48.885823,12166.122448979591,22,4,2024,17
450000.0,27.0,2.0,2.362709,48.860618,16666.666666666668,15,4,2024,3
320000.0,78.0,3.0,2.343411,48.87447,4102.5641025641025,8,4,2024,9
514500.0,66.0,3.0,2.39177,48.868922,7795.454545454545,28,3,2024,20
290000.0,91.0,4.0,2.347725,48.87899,3186.813186813187,10,4,2024,9
290000.0,35.0,2.0,2.347725,48.87899,8285.714285714286,10,4,2024,9
517000.0,66.0,3.0,2.319672,48.892611,7833.333333333333,18,4,2024,17
305000.0,28.0,1.0,2.289883,48.878994,10892.857142857143,15,4,2024,17
620000.0,68.0,3.0,2.394148,48.874204,9117.64705882353,8,4,2024,20
215000.0,22.0,2.0,2.34134,48.883879,9772.727272727272,22,4,2024,18
610000.0,76.0,3.0,2.334581,48.882907,8026.315789473684,28,3,2024,9
603800.0,57.0,3.0,2.312587,48.886734,10592.982456140351,3,4,2024,17
345600.0,33.0,2.0,2.337332,48.879178,10472.727272727272,3,4,2024,9
122000.0,16.0,1.0,2.327964,48.885527,7625.0,5,4,2024,18
340000.0,41.0,2.0,2.325753,48.893164,8292.682926829268,11,4,2024,17
225000.0,26.0,1.0,2.32927,48.884855,8653.846153846154,15,4,2024,18
334465.0,34.0,2.0,2.343814,48.894404,9837.20588235294,22,4,2024,18
320000.0,35.0,0.0,2.346721,48.891422,9142.857142857143,22,4,2024,18
372770.0,49.0,2.0,2.360734,48.886987,7607.551020408163,10,4,2024,18
664400.0,55.0,2.0,2.343072,48.861132,12080.0,22,4,2024,1
1295000.0,101.0,4.0,2.333036,48.878664,12821.782178217822,5,4,2024,9
315000.0,27.0,1.0,2.293326,48.878254,11666.666666666666,22,4,2024,17
975000.0,83.0,3.0,2.375831,48.879787,11746.987951807228,26,3,2024,19
705500.0,68.0,2.0,2.307259,48.887178,10375.0,12,4,2024,17
335000.0,39.0,1.0,2.368322,48.869465,8589.74358974359,15,4,2024,10
158600.0,16.0,1.0,2.340633,48.885157,9912.5,19,4,2024,18
733500.0,86.0,4.0,2.377983,48.875228,8529.06976744186,22,4,2024,19
462720.0,40.0,3.0,2.322844,48.876235,11568.0,23,4,2024,8
375000.0,84.0,4.0,2.349312,48.877042,4464.285714285715,3,4,2024,10
595200.0,55.0,3.0,2.308787,48.887087,10821.818181818182,2,4,2024,17
200000.0,16.0,1.0,2.352144,48.870216,12500.0,2,4,2024,10
711538.4,57.0,3.0,2.328619,48.882643,12483.129824561403,15,4,2024,9
351000.0,28.0,2.0,2.341971,48.878001,12535.714285714286,11,4,2024,9
488380.0,41.0,2.0,2.322042,48.893199,11911.707317073171,8,4,2024,17
233000.0,24.0,1.0,2.294113,48.885564,9708.333333333334,9,4,2024,17
730000.0,72.0,4.0,2.325605,48.879793,10138.888888888889,17,4,2024,8
634620.0,50.0,3.0,2.349621,48.853739,12692.4,20,3,2024,4
150000.0,18.0,1.0,2.340625,48.896686,8333.333333333334,4,4,2024,18
215000.0,24.0,1.0,2.330922,48.884571,8958.333333333334,12,4,2024,18
420000.0,74.0,3.0,2.40754,48.862859,5675.675675675676,23,4,2024,20
199800.0,23.0,2.0,2.352446,48.879475,8686.95652173913,10,4,2024,10
500000.0,39.0,2.0,2.322844,48.876235,12820.51282051282,23,4,2024,8
326000.0,22.0,2.0,2.332752,48.88712,14818.181818181818,18,4,2024,18
381900.0,41.0,2.0,2.376808,48.87784,9314.634146341463,19,3,2024,19
784000.0,89.0,3.0,2.376808,48.87784,8808.988764044943,17,4,2024,19
997000.0,90.0,4.0,2.293651,48.879212,11077.777777777777,11,4,2024,17
500000.0,41.0,2.0,2.364245,48.859865,12195.121951219513,28,3,2024,3
190000.0,30.0,2.0,2.350603,48.864747,6333.333333333333,16,4,2024,2
700000.0,72.0,3.0,2.385433,48.876165,9722.222222222223,10,4,2024,19
367000.0,36.0,2.0,2.340682,48.890441,10194.444444444445,16,4,2024,18
278000.0,38.0,2.0,2.386369,48.874124,7315.789473684211,17,4,2024,20
281500.0,35.0,2.0,2.386648,48.869335,8042.857142857143,24,4,2024,20
536100.0,65.0,3.0,2.316626,48.888532,8247.692307692309,22,4,2024,17
217000.0,29.0,2.0,2.409479,48.854936,7482.758620689655,11,4,2024,20
173000.0,18.0,2.0,2.354498,48.874933,9611.111111111111,11,4,2024,10
1277297.0,82.0,3.0,2.347306,48.865275,15576.792682926829,28,3,2024,2
174340.0,16.0,1.0,2.357653,48.865484,10896.25,11,4,2024,3
479200.0,50.0,3.0,2.325993,48.890548,9584.0,18,4,2024,17
425000.0,49.0,2.0,2.348703,48.890009,8673.469387755102,27,3,2024,18
430000.0,37.0,2.0,2.335675,48.870316,11621.621621621622,27,3,2024,2
377500.0,35.0,2.0,2.355153,48.874539,10785.714285714286,28,3,2024,10
200000.0,24.0,1.0,2.343654,48.893799,8333.333333333334,12,4,2024,18
240000.0,30.0,2.0,2.340625,48.896686,8000.0,28,3,2024,18
184100.0,22.0,2.0,2.390773,48.869193,8368.181818181818,17,4,2024,20
1040100.0,66.0,3.0,2.333825,48.887335,15759.09090909091,5,4,2024,18
159000.0,15.0,1.0,2.353785,48.864262,10600.0,26,3,2024,3
450000.0,80.0,5.0,2.384624,48.893728,5625.0,14,3,2024,19
463360.0,60.0,3.0,2.366733,48.882822,7722.666666666667,12,4,2024,10
495000.0,51.0,2.0,2.317716,48.889694,9705.882352941177,16,4,2024,17
250000.0,29.0,2.0,2.380193,48.872714,8620.689655172413,9,4,2024,20
201200.0,24.0,1.0,2.346854,48.897679,8383.333333333334,29,3,2024,18
362595.0,37.0,2.0,2.365705,48.879419,9799.864864864865,3,4,2024,10
207000.0,17.0,1.0,2.331744,48.874425,12176.470588235294,28,3,2024,9
305000.0,36.0,1.0,2.355511,48.869981,8472.222222222223,18,4,2024,10
893000.0,91.0,4.0,2.347725,48.87899,9813.186813186812,2,4,2024,9
220000.0,31.0,1.0,2.370665,48.876632,7096.774193548387,8,4,2024,10
305900.0,28.0,2.0,2.314795,48.883929,10925.0,25,4,2024,17
426797.0,48.0,3.0,2.333516,48.881051,8891.604166666666,19,4,2024,9
325000.0,35.0,1.0,2.332095,48.888637,9285.714285714286,19,4,2024,18
750000.0,42.0,2.0,2.365367,48.858169,17857.14285714286,8,4,2024,3
1449000.0,105.0,5.0,2.315523,48.874129,13800.0,22,4,2024,8
111100.0,18.0,1.0,2.349417,48.859403,6172.222222222223,28,3,2024,4
674000.0,49.0,2.0,2.296877,48.879323,13755.102040816326,24,4,2024,17
167000.0,20.0,1.0,2.347472,48.877848,8350.0,18,4,2024,9
435000.0,60.0,3.0,2.367767,48.883765,7250.0,8,4,2024,10
424200.0,35.0,2.0,2.289714,48.881506,12120.0,8,4,2024,17
125000.0,20.0,1.0,2.343808,48.895252,6250.0,18,4,2024,18
264000.0,45.0,3.0,2.361979,48.89116,5866.666666666667,22,4,2024,18
332500.0,39.0,2.0,2.326085,48.884006,8525.641025641025,25,4,2024,17
350000.0,50.0,2.0,2.343687,48.865773,7000.0,22,4,2024,2
215000.0,26.0,2.0,2.374633,48.880913,8269.23076923077,19,4,2024,19
728000.0,90.0,3.0,2.322412,48.87595,8088.888888888889,23,4,2024,8
530000.0,65.0,4.0,2.372381,48.883665,8153.846153846154,22,4,2024,19
833000.0,83.0,4.0,2.362641,48.872219,10036.144578313253,22,4,2024,10
152500.0,16.0,1.0,2.35711,48.872663,9531.25,25,4,2024,10
260000.0,35.0,2.0,2.347579,48.87507,7428.571428571428,15,4,2024,9
260000.0,25.0,1.0,2.347579,48.87507,10400.0,15,4,2024,9
440000.0,43.0,3.0,2.346355,48.890778,10232.558139534884,28,3,2024,18
210000.0,28.0,2.0,2.398537,48.878191,7500.0,22,4,2024,19
456700.0,54.0,2.0,2.334862,48.890651,8457.407407407407,5,4,2024,18
250000.0,20.0,1.0,2.346462,48.879037,12500.0,16,4,2024,9
325000.0,40.0,2.0,2.400062,48.852828,8125.0,24,4,2024,20
185000.0,30.0,1.0,2.347743,48.888791,6166.666666666667,2,4,2024,18
296500.0,38.0,2.0,2.398442,48.872128,7802.631578947368,11,4,2024,20
216500.0,25.0,2.0,2.3903,48.877022,8660.0,10,4,2024,19
1713700.0,105.0,4.0,2.356987,48.862692,16320.952380952382,15,4,2024,3
373500.0,40.0,2.0,2.315223,48.885515,9337.5,10,4,2024,17
171500.0,18.0,1.0,2.340625,48.896686,9527.777777777777,23,4,2024,18
553970.0,55.0,2.0,2.300373,48.882505,10072.181818181818,25,3,2024,17
548000.0,53.0,3.0,2.347982,48.881911,10339.622641509433,12,4,2024,9
826052.0,81.0,4.0,2.374833,48.872601,10198.172839506173,15,4,2024,10
235000.0,25.0,1.0,2.393055,48.875098,9400.0,12,4,2024,20
1200000.0,78.0,3.0,2.363582,48.85746,15384.615384615385,15,4,2024,3
200000.0,20.0,1.0,2.403191,48.875724,10000.0,12,4,2024,20
645000.0,59.0,2.0,2.324109,48.887211,10932.203389830509,12,4,2024,17
245000.0,23.0,1.0,2.377249,48.884119,10652.173913043478,15,4,2024,19
270000.0,33.0,2.0,2.348176,48.887383,8181.818181818182,11,4,2024,18
1159150.0,85.0,4.0,2.321264,48.883983,13637.058823529413,24,4,2024,17
290000.0,30.0,2.0,2.373541,48.883913,9666.666666666666,18,4,2024,19
921600.0,80.0,3.0,2.313017,48.885276,11520.0,23,4,2024,17
871000.0,77.0,4.0,2.348731,48.8761,11311.688311688311,23,4,2024,10
335000.0,40.0,1.0,2.345411,48.886284,8375.0,4,4,2024,18
160000.0,33.0,1.0,2.406691,48.864374,4848.484848484848,13,3,2024,20
160378.0,24.0,1.0,2.348693,48.868533,6682.416666666667,2,4,2024,2
1418150.0,106.0,4.0,2.336861,48.879578,13378.77358490566,22,4,2024,9
795000.0,78.0,4.0,2.317447,48.884654,10192.307692307691,8,4,2024,17
824750.0,90.0,4.0,2.346001,48.865248,9163.888888888889,9,4,2024,2
590000.0,57.0,3.0,2.323874,48.8963,10350.877192982456,28,3,2024,17
510000.0,68.0,3.0,2.364362,48.892061,7500.0,29,3,2024,18
405000.0,45.0,2.0,2.403887,48.862796,9000.0,26,4,2024,20
318000.0,27.0,1.0,2.285109,48.877601,11777.777777777777,10,4,2024,17
550000.0,68.0,3.0,2.367029,48.881696,8088.235294117647,19,4,2024,10
235000.0,25.0,1.0,2.353748,48.873163,9400.0,12,4,2024,10
246000.0,31.0,1.0,2.292042,48.88486,7935.4838709677415,8,4,2024,17
259649.0,57.0,2.0,2.339395,48.88629,4555.245614035088,17,4,2024,18
566950.0,52.0,2.0,2.288955,48.877781,10902.884615384615,15,4,2024,17
568000.0,51.0,2.0,2.297517,48.876403,11137.254901960785,12,4,2024,8
160000.0,19.0,1.0,2.409404,48.858276,8421.052631578947,18,4,2024,20
460000.0,56.0,3.0,2.350621,48.890386,8214.285714285714,23,4,2024,18
290000.0,36.0,2.0,2.399374,48.866669,8055.555555555556,22,4,2024,20
815550.0,70.0,3.0,2.34184,48.88397,11650.714285714286,19,4,2024,18
680000.0,76.0,4.0,2.381286,48.882691,8947.368421052632,22,4,2024,19
658000.0,82.0,4.0,2.373225,48.880356,8024.390243902439,2,4,2024,19
256000.0,28.0,2.0,2.344824,48.883353,9142.857142857143,22,4,2024,18
215000.0,25.0,1.0,2.288099,48.882894,8600.0,16,4,2024,17
115000.0,15.0,1.0,2.298744,48.880907,7666.666666666667,16,4,2024,17
184000.0,27.0,1.0,2.401415,48.869329,6814.814814814815,19,4,2024,20
276189.0,22.0,1.0,2.350202,48.873724,12554.045454545454,15,4,2024,10
276189.0,16.0,1.0,2.350202,48.873724,17261.8125,15,4,2024,10
216000.0,32.0,2.0,2.404826,48.855573,6750.0,25,4,2024,20
223000.0,25.0,1.0,2.353402,48.871898,8920.0,22,4,2024,10
495000.0,48.0,2.0,2.318186,48.888454,10312.5,11,4,2024,17
270000.0,42.0,2.0,2.374116,48.875367,6428.571428571428,4,4,2024,19
116000.0,15.0,1.0,2.359254,48.891986,7733.333333333333,4,4,2024,18
175000.0,20.0,1.0,2.32723,48.890246,8750.0,9,4,2024,18
714500.0,65.0,3.0,2.322844,48.876235,10992.307692307691,26,4,2024,8
375000.0,49.0,3.0,2.345263,48.876421,7653.061224489796,8,4,2024,9
195000.0,23.0,2.0,2.403529,48.857602,8478.260869565218,29,3,2024,20
390000.0,41.0,2.0,2.38278,48.87575,9512.19512195122,11,4,2024,19
200000.0,26.0,1.0,2.323547,48.894222,7692.307692307692,12,4,2024,17
1170000.0,85.0,4.0,2.321264,48.883983,13764.70588235294,25,4,2024,17
670000.0,67.0,4.0,2.355508,48.874192,10000.0,24,4,2024,10
703000.0,90.0,5.0,2.347646,48.876455,7811.111111111111,10,4,2024,9
455000.0,61.0,2.0,2.323155,48.892607,7459.016393442623,23,4,2024,17
570000.0,50.0,2.0,2.358437,48.856895,11400.0,12,4,2024,4
189000.0,36.0,1.0,2.348168,48.88449,5250.0,19,4,2024,18
390000.0,60.0,3.0,2.359457,48.890117,6500.0,23,4,2024,18
110000.0,18.0,1.0,2.354058,48.876416,6111.111111111111,16,4,2024,10
496183.0,42.0,2.0,2.33597,48.864847,11813.880952380952,18,4,2024,1
475000.0,57.0,3.0,2.370006,48.874673,8333.333333333334,8,4,2024,10
238500.0,20.0,2.0,2.362276,48.862282,11925.0,29,4,2024,3
421500.0,37.0,1.0,2.359834,48.864253,11391.891891891892,29,4,2024,3
755000.0,85.0,4.0,2.377631,48.876684,8882.35294117647,12,4,2024,19
630000.0,48.0,2.0,2.321413,48.886542,13125.0,22,4,2024,17
232000.0,16.0,1.0,2.31754,48.87088,14500.0,23,4,2024,8
513000.0,44.0,2.0,2.356847,48.859727,11659.09090909091,18,4,2024,4
427000.0,45.0,3.0,2.392187,48.887117,9488.888888888889,19,4,2024,19
546000.0,56.0,3.0,2.403425,48.848545,9750.0,5,4,2024,20
450000.0,37.0,2.0,2.318514,48.879442,12162.162162162162,23,4,2024,8
346000.0,45.0,2.0,2.318601,48.897696,7688.888888888889,16,4,2024,17
515000.0,76.0,3.0,2.403264,48.872381,6776.315789473684,25,4,2024,20
378000.0,37.0,2.0,2.315223,48.885515,10216.216216216217,9,4,2024,17
250000.0,27.0,2.0,2.342397,48.893776,9259.25925925926,12,4,2024,18
499000.0,51.0,3.0,2.388244,48.867842,9784.313725490196,11,4,2024,20
1306750.0,105.0,5.0,2.318492,48.883306,12445.238095238095,22,4,2024,17
178000.0,28.0,2.0,2.33528,48.89726,6357.142857142857,23,4,2024,18
392950.0,42.0,3.0,2.311161,48.8877,9355.952380952382,19,4,2024,17
365000.0,44.0,2.0,2.334713,48.889702,8295.454545454546,22,4,2024,18
669000.0,64.0,3.0,2.35641,48.878921,10453.125,18,4,2024,10
218500.0,30.0,2.0,2.409604,48.853083,7283.333333333333,22,4,2024,20
603386.0,54.0,2.0,2.324384,48.884842,11173.814814814816,22,4,2024,17
418000.0,26.0,2.0,2.340483,48.878419,16076.923076923076,15,4,2024,9
1252300.0,120.0,4.0,2.364917,48.861057,10435.833333333334,9,4,2024,3
813900.0,92.0,3.0,2.36468,48.883884,8846.739130434782,22,4,2024,10
330000.0,45.0,2.0,2.347403,48.897608,7333.333333333333,4,4,2024,18
660000.0,52.0,3.0,2.297802,48.879311,12692.307692307691,10,4,2024,17
195000.0,35.0,2.0,2.366657,48.885986,5571.428571428572,16,4,2024,19
220000.0,26.0,1.0,2.381703,48.89376,8461.538461538461,23,4,2024,19
328160.0,50.0,2.0,2.377122,48.892433,6563.2,23,4,2024,19
460000.0,74.0,4.0,2.377122,48.892433,6216.216216216216,12,4,2024,19
460000.0,63.0,3.0,2.403469,48.875182,7301.587301587301,17,4,2024,20
325000.0,71.0,4.0,2.370484,48.872048,4577.4647887323945,23,4,2024,10
495000.0,72.0,3.0,2.38426,48.884852,6875.0,8,4,2024,19
488300.0,51.0,2.0,2.373599,48.87113,9574.509803921568,22,4,2024,10
685751.0,58.0,3.0,2.296778,48.885785,11823.293103448275,17,4,2024,17
215000.0,25.0,1.0,2.355825,48.870623,8600.0,25,4,2024,10
390000.0,44.0,2.0,2.399091,48.857161,8863.636363636364,23,4,2024,20
265403.0,27.0,2.0,2.340569,48.879028,9829.74074074074,25,4,2024,9
465701.0,50.0,2.0,2.383982,48.870293,9314.02,23,4,2024,20
753000.0,60.0,3.0,2.353451,48.870784,12550.0,26,4,2024,10
345000.0,42.0,2.0,2.351347,48.890935,8214.285714285714,10,4,2024,18
770000.0,100.0,4.0,2.394148,48.874204,7700.0,12,4,2024,20
220000.0,22.0,2.0,2.384536,48.867135,10000.0,22,4,2024,20
891225.0,78.0,3.0,2.341312,48.859096,11425.961538461539,16,4,2024,1
729900.0,68.0,3.0,2.316985,48.883833,10733.823529411764,4,4,2024,17
321000.0,42.0,2.0,2.361964,48.888862,7642.857142857143,22,4,2024,18
156000.0,15.0,1.0,2.342328,48.870678,10400.0,26,4,2024,2
122000.0,16.0,1.0,2.35148,48.894323,7625.0,24,4,2024,18
543587.0,30.0,2.0,2.295689,48.879014,18119.566666666666,25,4,2024,17
290000.0,33.0,2.0,2.361947,48.891505,8787.878787878788,26,4,2024,18
520000.0,67.0,3.0,2.404737,48.861514,7761.194029850746,18,4,2024,20
165000.0,20.0,1.0,2.347925,48.89216,8250.0,18,4,2024,18
1400000.0,110.0,3.0,2.308024,48.885148,12727.272727272728,18,4,2024,17
250000.0,26.0,1.0,2.326928,48.890643,9615.384615384615,12,4,2024,18
800000.0,90.0,4.0,2.322882,48.895088,8888.888888888889,10,4,2024,17
434747.0,37.0,2.0,2.401699,48.863323,11749.918918918918,2,4,2024,20
1278150.0,98.0,4.0,2.346052,48.893086,13042.34693877551,19,4,2024,18
478140.0,42.0,2.0,2.381355,48.869126,11384.285714285714,24,4,2024,20
375000.0,25.0,2.0,2.362604,48.855586,15000.0,10,4,2024,4
220000.0,23.0,2.0,2.339146,48.885525,9565.217391304348,11,4,2024,18
280000.0,28.0,2.0,2.321908,48.893082,10000.0,26,4,2024,17
534000.0,52.0,2.0,2.326778,48.885794,10269.23076923077,12,4,2024,18
377000.0,40.0,1.0,2.354094,48.879536,9425.0,30,4,2024,10
175000.0,23.0,2.0,2.32615,48.888071,7608.695652173913,12,4,2024,18
280000.0,23.0,1.0,2.324442,48.868714,12173.91304347826,19,4,2024,8
474800.0,79.0,4.0,2.376816,48.891808,6010.126582278481,8,4,2024,19
563150.0,68.0,3.0,2.401826,48.85838,8281.617647058823,8,4,2024,20
345500.0,38.0,2.0,2.325646,48.893627,9092.105263157895,22,4,2024,17
510250.0,57.0,2.0,2.327418,48.88239,8951.754385964912,17,4,2024,9
547000.0,70.0,3.0,2.338595,48.891553,7814.285714285715,12,4,2024,18
320000.0,48.0,2.0,2.40527,48.868789,6666.666666666667,18,4,2024,20
400000.0,36.0,1.0,2.363076,48.860305,11111.111111111111,23,4,2024,3
568000.0,62.0,3.0,2.32097,48.887493,9161.290322580646,23,4,2024,17
450000.0,96.0,5.0,2.324037,48.882343,4687.5,23,4,2024,8
129500.0,18.0,1.0,2.351919,48.888831,7194.444444444444,24,4,2024,18
880000.0,81.0,5.0,2.331886,48.88942,10864.197530864198,23,4,2024,18
637730.0,48.0,2.0,2.305847,48.887879,13286.041666666666,9,4,2024,17
830000.0,63.0,1.0,2.291813,48.875371,13174.603174603175,2,4,2024,17
698000.0,71.0,3.0,2.327484,48.889481,9830.985915492958,26,4,2024,18
197000.0,28.0,2.0,2.381593,48.892391,7035.714285714285,12,4,2024,19
360000.0,53.0,3.0,2.367551,48.883668,6792.452830188679,30,4,2024,10
225000.0,20.0,1.0,2.362646,48.852583,11250.0,26,4,2024,4
509615.0,55.0,3.0,2.318794,48.883013,9265.727272727272,23,4,2024,17
190350.0,26.0,1.0,2.402446,48.877952,7321.153846153846,30,4,2024,19
182000.0,21.0,1.0,2.387479,48.88215,8666.666666666666,15,4,2024,19
320000.0,30.0,2.0,2.364405,48.861526,10666.666666666666,18,4,2024,3
292500.0,34.0,2.0,2.395018,48.868482,8602.941176470587,8,4,2024,20
325000.0,67.0,3.0,2.373161,48.886801,4850.746268656716,19,4,2024,19
266000.0,26.0,1.0,2.292149,48.878605,10230.76923076923,26,4,2024,17
240000.0,48.0,2.0,2.397659,48.868313,5000.0,29,4,2024,20
285000.0,36.0,2.0,2.38739,48.885434,7916.666666666667,22,4,2024,19
292000.0,27.0,2.0,2.368275,48.853943,10814.814814814816,19,4,2024,4
525000.0,52.0,3.0,2.326244,48.891547,10096.153846153846,22,4,2024,17
458000.0,41.0,2.0,2.365023,48.848644,11170.731707317073,23,4,2024,4
325000.0,48.0,2.0,2.405472,48.869752,6770.833333333333,25,4,2024,20
104000.0,17.0,1.0,2.350538,48.888047,6117.64705882353,18,4,2024,18
215000.0,21.0,2.0,2.331825,48.884445,10238.095238095239,26,4,2024,18
442300.0,42.0,2.0,2.350061,48.8797,10530.952380952382,22,4,2024,10
180000.0,18.0,1.0,2.342698,48.895498,10000.0,17,4,2024,18
750000.0,68.0,4.0,2.335685,48.880213,11029.411764705883,16,4,2024,9
650000.0,61.0,3.0,2.395439,48.867524,10655.737704918032,2,5,2024,20
297000.0,32.0,2.0,2.343973,48.879757,9281.25,26,4,2024,9
257000.0,37.0,2.0,2.348744,48.895779,6945.945945945946,5,4,2024,18
902400.0,83.0,4.0,2.319222,48.888407,10872.289156626506,8,4,2024,17
500000.0,43.0,2.0,2.334347,48.885806,11627.906976744185,17,4,2024,18
220000.0,30.0,2.0,2.391746,48.858844,7333.333333333333,28,3,2024,20
245000.0,26.0,2.0,2.310547,48.887426,9423.076923076924,19,4,2024,17
275000.0,23.0,1.0,2.29486,48.876908,11956.521739130434,25,4,2024,17
226000.0,30.0,1.0,2.332733,48.892308,7533.333333333333,24,4,2024,18
393100.0,35.0,2.0,2.333362,48.888581,11231.42857142857,17,4,2024,18
235000.0,25.0,2.0,2.339277,48.892612,9400.0,24,4,2024,18
459179.28,49.0,3.0,2.399447,48.86428,9371.005714285715,25,4,2024,20
392500.0,55.0,3.0,2.35892,48.890538,7136.363636363636,26,4,2024,18
381000.0,34.0,1.0,2.342135,48.885074,11205.882352941177,25,4,2024,18
150000.0,26.0,1.0,2.399576,48.878162,5769.2307692307695,9,4,2024,19
318450.0,28.0,2.0,2.31811,48.873451,11373.214285714286,26,4,2024,8
815000.0,95.0,3.0,2.326052,48.892986,8578.947368421053,30,4,2024,17
425000.0,43.0,3.0,2.34071,48.894008,9883.720930232557,29,4,2024,18
120000.0,16.0,1.0,2.367498,48.871257,7500.0,19,4,2024,10
479880.0,50.0,3.0,2.39188,48.88787,9597.6,24,4,2024,19
1100000.0,80.0,4.0,2.321185,48.884538,13750.0,30,4,2024,17
870900.0,91.0,4.0,2.305653,48.892038,9570.329670329671,4,4,2024,17
542718.0,64.0,1.0,2.403887,48.862796,8479.96875,19,4,2024,20
1040000.0,90.0,3.0,2.303891,48.882988,11555.555555555555,24,4,2024,17
244000.0,36.0,2.0,2.380123,48.892834,6777.777777777777,12,4,2024,19
160000.0,20.0,1.0,2.377122,48.892433,8000.0,22,4,2024,19
285750.0,26.0,1.0,2.34482,48.888204,10990.384615384615,24,4,2024,18
570000.0,55.0,3.0,2.320954,48.877201,10363.636363636364,3,4,2024,8
924900.0,72.0,4.0,2.367793,48.855122,12845.833333333334,15,4,2024,4
565000.0,69.0,3.0,2.316116,48.875715,8188.405797101449,30,4,2024,8
425610.0,34.0,2.0,2.284793,48.882113,12517.941176470587,22,4,2024,17
383000.0,36.0,3.0,2.346299,48.882584,10638.888888888889,22,4,2024,9
203500.0,35.0,2.0,2.371697,48.87455,5814.285714285715,10,4,2024,10
125000.0,24.0,1.0,2.381962,48.885479,5208.333333333333,23,4,2024,19
185190.0,23.0,2.0,2.324632,48.885074,8051.739130434783,18,4,2024,17
657200.0,60.0,3.0,2.353259,48.868378,10953.333333333334,12,4,2024,2
485000.0,60.0,2.0,2.343633,48.891492,8083.333333333333,8,4,2024,18
372000.0,50.0,2.0,2.314973,48.885076,7440.0,17,4,2024,17
632000.0,70.0,4.0,2.330565,48.883032,9028.57142857143,26,4,2024,9
690000.0,69.0,4.0,2.393924,48.871738,10000.0,24,4,2024,20
481300.0,39.0,3.0,2.354495,48.864248,12341.02564102564,16,4,2024,3
130000.0,18.0,2.0,2.353936,48.888733,7222.222222222223,23,4,2024,18
230500.0,31.0,2.0,2.386316,48.886359,7435.4838709677415,26,4,2024,19
550000.0,31.0,2.0,2.344101,48.889618,17741.935483870966,23,4,2024,18
550000.0,37.0,2.0,2.344101,48.889618,14864.864864864865,23,4,2024,18
407400.0,33.0,1.0,2.357589,48.871291,12345.454545454546,3,4,2024,10
684850.0,67.0,3.0,2.317272,48.88962,10221.641791044776,5,4,2024,17
335000.0,32.0,2.0,2.342779,48.878936,10468.75,23,4,2024,9
262000.0,30.0,2.0,2.325428,48.889551,8733.333333333334,25,4,2024,17
257050.0,24.0,2.0,2.346475,48.882579,10710.416666666666,10,4,2024,9
625000.0,79.0,4.0,2.35011,48.882432,7911.392405063291,24,4,2024,10
725000.0,40.0,2.0,2.331089,48.868561,18125.0,16,4,2024,2
320000.0,40.0,2.0,2.402092,48.867906,8000.0,22,4,2024,20
986900.0,69.0,3.0,2.360863,48.856208,14302.898550724638,11,4,2024,4
271300.0,25.0,2.0,2.405397,48.854016,10852.0,11,4,2024,20
215000.0,32.0,2.0,2.383908,48.875121,6718.75,24,4,2024,19
363892.0,37.0,1.0,2.302956,48.883821,9834.918918918918,11,4,2024,17
242000.0,31.0,2.0,2.381232,48.893492,7806.451612903225,8,4,2024,19
270142.0,52.0,2.0,2.351657,48.894319,5195.038461538462,24,4,2024,18
532000.0,51.0,1.0,2.284793,48.882113,10431.372549019608,9,4,2024,17
565000.0,74.0,3.0,2.362402,48.876209,7635.135135135135,22,4,2024,10
233800.0,16.0,1.0,2.341903,48.876672,14612.5,25,4,2024,9
